Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
281,Presbyterian,BSth,14,7-7,105.5,115.6,0.2571,54.5,52.8,18.3,16,31.1,29.9,44.5,31.8,54.7,51.1,35.9,37.3,24.5,34.6,65.3,-5.7
359,Coppin St.,MEAC,11,5-6,91.4,116.7,0.0572,49.4,50,23.6,20.8,35.2,31.9,46.4,47,49.6,46.3,32.7,37.3,37.5,38,67.5,-5.7
132,Southern Illinois,MVC,18,8-10,100.5,97.1,0.5961,47.7,48.7,17.6,19,28.8,26.7,31.1,32.5,49.9,52,28.5,29.1,30.3,39.5,69.5,-5.8
174,Campbell,CAA,15,7-8,112.2,112.5,0.4905,51.2,55.2,15.2,18.1,31.5,31.1,40.3,39.8,50.4,54.8,35,37.5,38.3,29.9,69.8,-5.8
186,Richmond,A10,15,5-10,112.3,113.6,0.4675,52,53.3,13.1,15.9,23.5,34.6,33.5,33.2,47.5,53.9,38.9,35.1,41.3,43.8,67.5,-5.8
189,Idaho,BSky,15,7-8,107.9,109.4,0.4601,52.6,50.5,15.5,15.6,28,26.1,33.8,41.7,53.2,48,34.6,37.1,46.4,32.6,70.1,-5.9
200,Buffalo,MAC,14,6-8,112.9,115.2,0.4431,56.5,55.6,16.1,17.9,26.7,31.3,37.4,29.4,54.7,58.3,39.1,34.7,43.7,43.2,66.8,-5.9
235,American,Pat,16,9-7,105.1,110.5,0.3612,53,51.5,15.9,18.9,27.6,28.2,27.3,40.4,55.2,52.2,33.6,33.5,45.3,38.4,65.8,-5.9
288,Lehigh,Pat,16,9-7,101.9,112.4,0.244,54.1,50.7,16.4,15.5,20.8,29.8,30.2,30.5,53.5,50.6,36.7,34,36.6,34.4,67.2,-5.9
158,William & Mary,CAA,15,7-8,111.7,110.9,0.5198,54.5,52.9,15.3,17.4,26.8,30.2,39.3,34,56.2,50.7,34.9,37.2,42.3,44.6,72.1,-6
169,Texas A&M Corpus Chris,Slnd,19,10-9,102.6,102.7,0.496,50.3,49.4,19.6,20.2,32,28.8,45.9,46.5,49.4,51.2,34.7,30.7,30.9,34,67,-6
215,James Madison,SB,16,8-8,107.8,111.3,0.409,52.7,46.8,17.6,11.7,31.2,28.8,36.4,40.1,54,46.3,33.8,31.6,40.8,40.9,66.1,-6
152,Loyola Marymount,WCC,16,5-11,108.9,107.9,0.5264,51.4,51.5,17.1,14.7,23.6,32.2,32.1,33.1,52.1,49.3,33.6,36.9,38.6,35.6,68.2,-6.1
175,La Salle,A10,14,4-10,103.8,104.3,0.4875,44.7,53.2,17,17.4,30.5,30.6,39.4,32,45.1,55.5,29.3,33.4,33,43.2,65,-6.1
226,Nicholls St.,Slnd,19,10-9,108,112.5,0.3857,52.7,53.7,16.5,20.7,26.5,35.9,36.4,37,51.9,55.5,35.7,33.7,44.4,37.1,69.2,-6.1
294,Texas Southern,SWAC,15,8-7,103.7,114.7,0.2392,53.3,50.2,17.6,17.1,28.9,29.3,38.5,42.1,52.4,50.6,36.6,33.1,36.1,40.2,68.6,-6.1
176,Portland,WCC,16,5-11,108.1,108.6,0.4855,49.3,52.7,18.3,16.8,28.5,34.4,36.1,36.7,52.4,49,29.5,38.3,37.8,43.9,67.6,-6.2
295,South Dakota,Sum,14,6-8,102.9,113.8,0.2381,52,54.1,16.3,14.4,23.1,28.7,42.7,27.3,53.6,55.2,33.1,34.3,40.2,31.1,69.4,-6.2
305,Le Moyne,NEC,16,9-7,98.5,110.1,0.2163,53.6,47.1,19.3,15.1,23.8,27.4,41.9,29.6,55.2,46.4,34.1,32.2,40.6,38,70.3,-6.2
319,New Haven,NEC,15,8-7,98.3,111.9,0.1828,52.3,50.7,17.2,16.7,22.9,26.6,34.3,24.6,52.8,49.8,34.3,34.8,41.1,36.8,63.6,-6.2
190,San Diego,WCC,16,5-11,108.9,110.6,0.4564,51.5,55.1,16.4,18.9,27.1,33.6,25.4,38.4,50.7,60.5,35.1,32.1,41.4,43.2,69.5,-6.3
220,Rice,Amer,14,5-9,112.1,116.2,0.3979,49.6,52.1,17.2,14.7,36.5,35.3,32.1,43.5,48.5,51.4,34,35.6,45.3,35.7,65.6,-6.3
234,Longwood,BSth,15,7-8,103.9,109,0.3641,52.1,52.6,18.8,20.3,34.6,28.9,33.9,40.9,51.7,54.6,35.4,33.2,33.1,41,67.9,-6.3
240,South Dakota St.,Sum,14,6-8,107.9,113.8,0.3508,54.1,52.3,14.7,13,30.2,25.2,28,29.1,55.5,52,34.5,35.1,37.6,48,66.5,-6.3
262,Fairfield,MAAC,18,10-8,107.3,116.1,0.2878,49.7,51.8,15.4,17.2,36.8,30.7,28.9,31.8,49.9,51.5,33,34.9,35.6,36.6,67.5,-6.3
268,Mercyhurst,NEC,16,9-7,103.3,112,0.2814,51.5,50,13.3,19.1,27.8,30.5,26,37.2,52.1,51,33.6,32.1,32.2,33.3,64.4,-6.3
271,Brown,Ivy,11,3-8,98.7,107.4,0.2747,48.8,53.5,17.9,18.6,27.5,27.3,27.5,48,53.1,53.4,27.6,35.8,36.4,44.8,67.1,-6.3
299,Florida A&M,SWAC,15,8-7,99.4,110.6,0.228,51.8,50.6,22.2,18.9,32.9,26.4,39.6,40.2,52,50.7,34.3,33.5,40.8,32.9,67.3,-6.3
263,Southern Miss,SB,16,8-8,100.2,108.4,0.2871,48.9,51.3,19.5,17.9,29.1,26.8,46.3,42.2,50.6,49.3,30.1,36.3,30.6,38.5,71,-6.4
311,Albany,AE,13,6-7,102.8,116.1,0.1979,52.7,50.1,17.3,16,32.8,29.5,27.3,33.6,53.5,48.8,34.2,34.8,36.3,38.8,64.4,-6.4
258,Florida Gulf Coast,ASun,16,8-8,105.5,113.8,0.2945,53.3,53.2,16.3,15.2,29.6,26.8,30.7,36.6,54.4,51.6,34.4,36.6,38.5,46.3,68,-6.5
290,Mount St. Mary's,MAAC,18,10-8,98.6,109,0.241,50.4,45.8,21.5,16.3,33.9,29.4,36,35.7,52.1,44.6,31.8,31.4,40.2,44.6,68.3,-6.5
358,Maryland Eastern Shore,MEAC,11,4-7,92,116.5,0.0619,48.8,49.7,23.3,19.8,30.8,32.1,38.8,45.9,49.3,50,31.9,32.8,33.3,36.2,63.4,-6.5
156,Missouri St.,CUSA,16,7-9,109.9,109,0.5235,51.4,52.7,17.6,17.9,34.7,29.5,45.2,41.5,50.4,52.1,35.3,35.8,41.8,35.3,67.1,-6.6
168,Middle Tennessee,CUSA,16,7-9,109.5,109.5,0.4983,52,51.1,15.8,15.5,29.9,26.9,34.3,38.1,53.3,49.7,33.7,35.7,47,36,65.6,-6.6
209,Massachusetts,MAC,15,6-9,110.6,113.6,0.4227,54.9,56.2,17.4,16.6,29.5,24.9,39.6,50.2,53.8,56.1,37.8,37.5,37.5,43.6,69.9,-6.6
217,Western Carolina,SC,16,8-8,112.2,115.9,0.4077,52.3,53.1,14.3,13.8,37.5,26.4,29.1,36.6,51.3,52.9,35.8,35.5,42.1,45.5,67,-6.6
306,UNC Greensboro,SC,16,8-8,109.8,122.9,0.2151,53.5,57.5,14,13.3,30.1,28.4,41,31.9,51.4,58.9,37.7,37.3,39.2,47.3,67.7,-6.6
201,Northern Kentucky,Horz,18,9-9,106.9,109.1,0.4409,53,53.1,16.2,18.4,31.2,32.2,36.5,35.4,56,51.5,32.9,37,45.6,38.8,70.4,-6.7
255,Abilene Christian,WAC,14,5-9,100.3,107.8,0.3025,48.3,56.1,20.9,25.9,31.4,31.2,40.8,47.6,49.3,53.8,30.6,41.3,31.9,28.5,68.5,-6.7
287,Hampton,CAA,15,6-9,98.4,108.6,0.2446,44.7,51.9,17.2,17.1,32.9,28,33.6,46.2,45.4,53.3,28.9,32.7,35.4,33.2,65.3,-6.7
218,Towson,CAA,15,6-9,102.2,105.7,0.4047,45.6,48.7,15.6,15.7,33.9,28.8,33.5,35.8,46.4,48,29.4,33,34.4,41.3,65.9,-6.9
237,Boston University,Pat,16,8-8,112.6,118.5,0.3572,58.1,53,16.4,11.9,26.8,24,33.1,25.6,55.9,51.5,40.7,36.6,43.4,41.9,64.2,-6.9
260,SIU Edwardsville,OVC,18,10-8,98,105.8,0.2924,49.7,45.2,19,17.3,29.2,32.6,31.9,34.3,46.8,45.6,36.5,29.5,36.1,35.1,65,-6.9
274,Lindenwood,OVC,18,10-8,101,110.2,0.2677,50.8,49.1,19.5,18.5,32.1,32.5,36.4,35.2,52,50.3,32.1,30.8,30.9,29.2,73.6,-6.9
227,Central Michigan,MAC,14,5-9,104.4,108.9,0.38,52.7,50.5,18.1,18.3,29.2,32.9,34.7,40.4,53.6,51.4,33.9,32.5,32,35.1,69.2,-7
283,Elon,CAA,15,6-9,109.2,119.8,0.2553,52.6,54.5,14.8,15.9,29.8,33.7,33.6,33,52.3,52,35.3,38.5,42,42.4,67.6,-7
239,East Carolina,Amer,14,4-10,105.2,110.9,0.3527,47.9,49.8,14.5,14.9,31.3,34.4,37.9,30.9,48.7,49.6,30.6,33.3,29.8,40,68.7,-7.1
261,Georgia St.,SB,16,7-9,102.2,110.5,0.29,46.7,49.9,15.2,16.5,28.7,33.6,35.6,32,42,51.3,35.2,32.1,43.3,41.8,67,-7.1
224,Southern Utah,WAC,15,5-10,109,113.4,0.3879,52.9,50.6,21.7,15.5,31.3,34.9,38.7,31,49.5,49.6,39.7,35.6,34.5,27.7,71.1,-7.2
321,Grambling St.,SWAC,13,5-8,94.2,107.5,0.1811,48.3,48.9,21.1,20.1,32.1,28.2,40.6,41.1,50.1,47.3,30.5,34.6,41.2,35.7,67.5,-7.2
343,Alcorn St.,SWAC,14,6-8,100.3,119.7,0.1162,50.3,54.8,16.7,20.2,29.1,32.1,33.9,42.7,49.9,57.5,34.1,33.3,35.1,35.8,65.6,-7.2
346,Maine,AE,13,5-8,93,111.9,0.1063,49.3,49.6,15.5,18.5,15.9,31.4,43.1,34.3,52.5,53.6,29.5,28,39.2,34.4,66,-7.3
184,FIU,CUSA,16,6-10,106.4,107.3,0.4769,50.2,52.8,17.5,19.4,33.3,31.5,39.4,34.6,49.6,50.8,34.3,36.7,30.7,47.9,72.4,-7.4
251,Louisiana,SB,16,7-9,103.7,110.5,0.3254,49.1,52.1,14.6,19.6,27.5,32,26.3,44.3,45.1,49.7,36.4,37.9,41.5,34,63.4,-7.4
259,Georgia Southern,SB,16,7-9,107.8,116.3,0.2942,48.7,51.2,14,17.3,29.2,34,40.8,42,50.7,50.9,31,34.4,48.1,38.7,70.8,-7.4
265,UTEP,CUSA,16,6-10,102.8,111.2,0.2863,48.5,51.2,16.3,16.3,28.1,32.6,32,38.7,45.6,50.9,35.1,34.4,41.1,37.5,65.5,-7.4
270,Eastern Kentucky,ASun,16,7-9,111,120.8,0.2747,54.9,56.3,15.5,16.2,33.3,32,32.5,41.6,54.4,58.8,37,35.1,50.9,41.2,67.8,-7.4
282,Pepperdine,WCC,16,3-13,104.4,114.5,0.2568,47.2,57.5,17.7,16.4,25.5,34.8,35.9,27.1,47.2,57.2,31.5,38.7,38.3,40.1,70,-7.4
325,Fairleigh Dickinson,NEC,16,8-8,101.9,117.8,0.1577,49.4,51.7,16.6,16.3,33,25.1,37.1,37.2,52.4,50.9,30.2,35.5,42.2,36.7,63.1,-7.4
211,St. Bonaventure,A10,14,3-11,114,117.3,0.4208,52.9,56.8,15.8,16.1,30.9,28.3,26.5,35,51.2,56.1,37.7,38.6,32,43.6,67.9,-7.5
185,New Mexico St.,CUSA,16,6-10,111.8,112.8,0.4737,50.9,49.5,14.3,13.3,31.8,31.4,30.1,41.3,49.2,49.3,35.6,33.2,40.2,41.4,67.3,-7.6
232,Tarleton St.,WAC,15,5-10,102,106.7,0.3725,47.1,53.1,19.2,24.3,28.5,36.8,40.8,45.4,48.9,52.4,27.5,36.1,23.4,39.9,69.3,-7.7
320,Loyola MD,Pat,16,7-9,102.4,116.6,0.1826,50.8,53.5,14.7,14.3,27.1,24.9,29,28.5,50.6,58.2,34,31.4,48,42.5,69.4,-7.8
181,Youngstown St.,Horz,18,8-10,108.3,109,0.4831,54.9,52.3,19.1,17,33.9,29.8,33.2,36.7,58.3,50.9,34.2,36.5,49,37.4,67.3,-7.9
241,Drake,MVC,18,6-12,108.2,114.3,0.3477,50.5,54.6,15.4,15.5,26.4,29.3,35.1,36.1,51.6,52.2,32.7,38.3,44.8,45.5,68.7,-7.9
228,San Jose St.,MWC,16,2-14,110.1,115.1,0.3758,48,58,15.1,16.6,26.4,34.6,30.6,38.5,44.3,61.5,35.5,35,41.2,39.1,65.5,-8
316,Alabama St.,SWAC,15,6-9,96,108.9,0.1898,47.5,48.7,19.4,20.6,33.3,27,36.8,48.7,48,48.2,31,33,37.9,37.6,70.8,-8.1
326,Prairie View A&M,SWAC,15,6-9,99.8,115.9,0.1524,48.4,51.4,16.7,19.7,27.1,34.8,49,39.8,49.6,50.3,30.5,35.8,31,31.8,72.8,-8.1
331,Northern Illinois,MAC,14,4-10,93.4,109.3,0.1413,47.9,53.3,22.5,17.3,31,27.2,36.6,37.6,49.3,55,30.9,33.5,46.6,35,68.1,-8.1
338,Stonehill,NEC,16,7-9,90.4,107.3,0.1234,46.3,47.1,19.2,14.6,28.2,26.9,30.8,25.2,47.4,45.6,29.7,33.9,39.8,29.8,65.9,-8.1
230,Old Dominion,SB,16,6-10,106,110.7,0.3753,51.1,49.5,14.7,16.1,24.7,30.4,35.7,42.3,49.4,50.5,36,31.8,36.5,34.4,70.5,-8.2
249,Delaware,CUSA,16,5-11,106.5,113.2,0.3311,53.6,50.7,17.1,12.9,20.1,30.5,34.5,31.3,54.1,51.3,35.4,33.3,46.4,45.2,62.7,-8.3
353,New Hampshire,AE,13,4-9,95.8,116.9,0.0915,48.1,52.6,16.8,15.1,26.9,23.3,31.7,34.2,48.7,54.5,31.5,32.7,43.3,35,68,-8.3
298,Chattanooga,SC,16,6-10,104.5,115.8,0.2344,55.2,49.7,15.1,12.6,21.4,32.2,28.3,44.9,56,50.8,36.2,32.3,48.2,44.8,68.3,-8.4
308,Bellarmine,ASun,16,6-10,115.1,129.7,0.2018,60.9,59.7,13.8,14.2,22.4,32.9,32.1,31.5,61.1,56.3,40.5,41.7,42.4,55.2,64.2,-8.4
309,Stetson,ASun,16,6-10,105.8,119.4,0.1992,55.7,54.3,17.9,14.1,28.8,31.6,34.9,30.3,53.9,58.1,38.7,32.7,45.3,42.1,67.5,-8.4
322,USC Upstate,BSth,14,4-10,98.9,113,0.1787,47.9,53.3,18.2,16.3,29.8,32.6,32.5,35.5,47.5,52.4,32.6,36.6,33.1,37.2,68.4,-8.4
362,Bryant,AE,13,4-9,96.1,123.6,0.0524,46.7,54.2,18.7,15,32,29.6,32.4,38.2,48.8,52.9,29.4,37.5,46,36.3,64.1,-8.4
